SUBCAT_PYRAMID_NAME,DESCRIPTION,CAT_PYRAMID_NAME,FILIAL_ID,FULL_NAME,FLAG_LOCAL_GENERAL,SNAP_DATE_DAY
Высокий ARPU,Проблема с сетью,Обычный,2,Технические работы,1,2023-08-01
Низкий ARPU,Проблема с сетью,VIP,6,Технические работы,1,2023-11-12
Высокий ARPU,Проблема с сетью,Обычный,13,Поломка оборудования,1,2024-08-06
Низкий ARPU,Проблема с сетью,VIP,4,Поломка оборудования,1,2024-08-17
Высокий ARPU,Проблема с сетью,VIP,7,Технические работы,1,2024-12-21
Высокий ARPU,Некачественный сервис,VIP,8,Технические работы,0,2024-02-16
Низкий ARPU,Некачественный сервис,Обычный,6,Технические работы,1,2024-06-11
Низкий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2023-03-26
Низкий ARPU,Некачественный сервис,VIP,1,Технические работы,0,2023-04-12
Низкий ARPU,Ошибка в счёте,VIP,19,Технические работы,0,2023-10-27
Высокий ARPU,Проблема с сетью,VIP,15,Технические работы,1,2024-06-09
Низкий ARPU,Некачественный сервис,Обычный,11,Технические работы,0,2024-12-16
Высокий ARPU,Некачественный сервис,Обычный,8,Технические работы,1,2024-08-28
,Проблема с сетью,VIP,1,Технические работы,0,2023-02-24
Высокий ARPU,Некачественный сервис,Обычный,13,Технические работы,0,2024-05-12
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,0,2024-01-04
Низкий ARPU,,VIP,13,Поломка оборудования,0,2023-02-25
Низкий ARPU,Ошибка в счёте,VIP,14,Поломка оборудования,1,2024-09-06
Низкий ARPU,Некачественный сервис,Обычный,18,Технические работы,1,2023-03-15
Низкий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,0,2024-09-24
Низкий ARPU,Некачественный сервис,VIP,1,Поломка оборудования,0,2023-03-23
Высокий ARPU,Проблема с сетью,VIP,11,Технические работы,0,2023-10-01
Низкий ARPU,Ошибка в счёте,VIP,14,Поломка оборудования,0,2024-10-07
Высокий ARPU,Некачественный сервис,VIP,12,Технические работы,1,2023-04-18
Низкий ARPU,Некачественный сервис,Обычный,13,Технические работы,0,2024-11-21
Высокий ARPU,Ошибка в счёте,VIP,4,Технические работы,1,2023-09-30
Высокий ARPU,Ошибка в счёте,VIP,16,Технические работы,1,2023-11-19
Высокий ARPU,Некачественный сервис,Обычный,18,Поломка оборудования,0,2023-07-11
Низкий ARPU,Проблема с сетью,Обычный,3,Технические работы,0,2023-12-22
Высокий ARPU,Проблема с сетью,VIP,17,Поломка оборудования,0,2023-07-13
Высокий ARPU,Ошибка в счёте,VIP,13,Поломка оборудования,1,2024-01-25
Высокий ARPU,Ошибка в счёте,Обычный,12,Технические работы,0,2023-09-24
Высокий ARPU,Проблема с сетью,Обычный,14,Технические работы,1,2024-03-27
Высокий ARPU,Некачественный сервис,VIP,12,Технические работы,0,2023-09-12
Низкий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,0,2024-11-14
Низкий ARPU,Некачественный сервис,VIP,8,Технические работы,1,2024-12-11
Низкий ARPU,Ошибка в счёте,VIP,14,Поломка оборудования,1,2023-08-12
Высокий ARPU,Ошибка в счёте,,2,Поломка оборудования,0,2023-06-05
Высокий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,1,2024-03-08
Высокий ARPU,Ошибка в счёте,VIP,17,,0,2024-08-17
Высокий ARPU,Ошибка в счёте,VIP,19,Технические работы,0,2023-10-01
Высокий ARPU,Проблема с сетью,,2,Поломка оборудования,0,2024-02-15
Низкий ARPU,Проблема с сетью,VIP,3,Технические работы,1,2024-11-25
Низкий ARPU,Некачественный сервис,Обычный,7,Поломка оборудования,1,2023-03-01
Высокий ARPU,Ошибка в счёте,VIP,10,Поломка оборудования,0,2024-01-29
Низкий ARPU,Некачественный сервис,Обычный,5,,0,2023-01-24
Низкий ARPU,Проблема с сетью,VIP,8,Технические работы,1,2023-01-10
Низкий ARPU,Проблема с сетью,VIP,14,Поломка оборудования,1,2024-09-15
Высокий ARPU,Некачественный сервис,Обычный,19,Поломка оборудования,0,2023-11-28
Низкий ARPU,Проблема с сетью,VIP,8,Технические работы,1,2024-03-29
Высокий ARPU,Ошибка в счёте,Обычный,4,Поломка оборудования,1,2023-12-19
Низкий ARPU,Ошибка в счёте,Обычный,19,Технические работы,1,2023-01-10
Низкий ARPU,Ошибка в счёте,VIP,12,Технические работы,1,2024-10-03
Высокий ARPU,Проблема с сетью,VIP,12,Технические работы,0,2024-01-23
Высокий ARPU,Проблема с сетью,VIP,13,Технические работы,1,2023-09-14
Высокий ARPU,Некачественный сервис,Обычный,12,Поломка оборудования,1,2024-04-13
Низкий ARPU,Некачественный сервис,VIP,3,Поломка оборудования,0,2024-03-17
Высокий ARPU,,Обычный,8,Поломка оборудования,0,2024-01-05
Высокий ARPU,Некачественный сервис,VIP,14,Поломка оборудования,0,2024-04-18
