PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
Прочее,Прочие,16,>99.5%,Нет,2023-09-15,Нет простоя,Муж,Более 20%,До 40 руб,b. <80%,Новая линейка ПД 2021,Более 80%,Поволжский филиал,-1.0,Средний,Не VoLTE,PHONE,Нет,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,35-44,>99.5%,31-90 дней,5...10 Mbps,Менее 20%
iOS,СНГ,5,<98%,Более 15 дней,2023-02-23,5-24 часа,Не определен,Прочее,Более 40 руб,d. >90%,Включайся! - Линейка 3.4.2 - Прочие ТП,Более 80%,Северо-Западный филиал,0.9842069488742508,Средний,До 80%,USB MODEM,До 100MB,Ева Volte,10-25 тыс. руб.,Есть,Малый,35-44,35-44,98..99.5%,91-180 дней,>10 Mbps,Прочее
Прочее,Персональные,4,>99.5%,Более 15 дней,2023-12-16,1-5 часов,Муж,Менее 5%,Более 40 руб,c. 80-90%,Тёплый приём - линейка 4.2,Прочее,Центральный филиал,-0.10477027179640197,Средний,До 80%,UNDEFINED,До 100MB,Ева+,До 10 тыс. руб.,Нет,Малый,45-54,25-34,<98%,31-90 дней,Прочее,Менее 20%
Прочее,ПД,10,>99.5%,Нет,2023-10-14,Более 24 часов,Жен,Более 20%,До 40 руб,c. 80-90%,Тёплый приём - линейка 7.1,Более 80%,Кавказский филиал,0.021690378986497963,Высокий,До 80%,NETWORK DEVICE,Нет,Ева+,10-25 тыс. руб.,Нет,Большой,35-44,55+,Прочее,До 30 дней,>10 Mbps,Прочее
Прочее,СНГ,6,<98%,Нет,2023-09-21,Риск простоя,Не определен,Более 20%,До 40 руб,a. <100 MB,Линейка 'Безлимит 1.0',Прочее,Центральный филиал,0.0,Высокий,Не VoLTE,SMARTPHONE,Нет,Ева Volte,10-25 тыс. руб.,Есть,Средний,55+,45-54,Прочее,Более 366 дней,Прочее,20...80%
Android,Сэмплинг,11,98...99.5%,До 15 дней,2023-11-14,Риск простоя,Не определен,Менее 5%,Более 40 руб,a. <100 MB,ВВ - Архивный (версия 12.16),Менее 80%,Центральный филиал,-0.3530437218830982,Высокий,До 80%,DATA CARD,Более 1GB,Ева+,Более 50 тыс. руб,Нет,Малый,55+,55+,98..99.5%,Прочее,>10 Mbps,20...80%
Android,Внутрисетевые,11,<98%,Нет,2023-04-07,Нет простоя,Не определен,Прочее,Более 40 руб,d. >90%,Тарифные планы FMC - Объединяй 1.0,Менее 80%,Центральный филиал,0.21314811909764167,Высокий,До 80%,TABLET,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Малый,18-24,35-44,Прочее,181-366 дней,<2 Mbps,Прочее
Прочее,Все мобильные,16,<98%,Более 15 дней,2024-09-05,1-5 часов,Не определен,Более 20%,До 40 руб,a. <100 MB,Без переплат - Линейка 2.1,Более 80%,Столичный филиал,-0.13137184203202193,Низкий,До 80%,ROUTER,100MB - 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Большой,55+,55+,Прочее,181-366 дней,<2 Mbps,Менее 20%
Прочее,Все мобильные,14,<98%,Нет,2023-01-05,Нет простоя,Не определен,Более 20%,Более 40 руб,d. >90%,China,Прочее,Дальневосточный филиал,1.0,Низкий,Не VoLTE,NETWORK DEVICE,Нет,Ева Volte,25-50 тыс. руб.,Есть,Средний,55+,45-54,98..99.5%,91-180 дней,<2 Mbps,20...80%
Android,Персональные,19,>99.5%,До 15 дней,2024-05-17,1-5 часов,Муж,Более 20%,Нет переплат,c. 80-90%,Включайся! - Линейка 3.3 - Выбирай,Менее 80%,Дальневосточный филиал,-0.15125008747517735,Высокий,До 80%,DATA CARD,До 100MB,Ева Volte,До 10 тыс. руб.,Нет,Большой,18-24,55+,>99.5%,91-180 дней,>10 Mbps,Менее 20%
iOS,Агентский конвергент,4,98...99.5%,До 15 дней,2023-04-08,Риск простоя,Жен,Менее 5%,Более 40 руб,b. <80%,Тёплый приём - линейка 7.0,Более 80%,Северо-Западный филиал,-1.0,Высокий,До 80%,TABLET,Более 1GB,Ева МЛК,25-50 тыс. руб.,Есть,Средний,45-54,55+,Прочее,181-366 дней,>10 Mbps,Менее 20%
Android,ПД,5,98...99.5%,До 15 дней,2023-03-10,Более 24 часов,Жен,Более 20%,До 40 руб,d. >90%,"Включайся! Конструктор 3.3 - допы (РН, ГБ, МИН)",Более 80%,Столичный филиал,-1.0,Высокий,Не VoLTE,SMARTPHONE,Нет,Ева МЛК,До 10 тыс. руб.,Нет,Большой,55+,35-44,Прочее,До 30 дней,2...5 Mbps,Прочее
iOS,Все включено,19,Прочее,Более 15 дней,2024-06-21,5-24 часа,Жен,5...20%,Нет переплат,d. >90%,Включайся! - Линейка 2.2,Прочее,Центральный филиал,-0.02338892991843107,Низкий,Не VoLTE,SMART WATCH,Более 1GB,Ева МЛК,Нет данных,Есть,Большой,35-44,45-54,>99.5%,Прочее,<2 Mbps,20...80%
iOS,Агентский конвергент,17,Прочее,Нет,2023-07-11,Более 24 часов,Муж,5...20%,Более 40 руб,b. <80%,Новая линейка ПД 2020,Более 80%,Поволжский филиал,-1.0,Низкий,Более 80%,ROUTER,Нет,Ева Volte,25-50 тыс. руб.,Нет,Малый,25-34,18-24,<98%,Прочее,>10 Mbps,20...80%
Android,Сэмплинг,18,98...99.5%,Более 15 дней,2024-05-09,1-5 часов,Не определен,Менее 5%,Нет переплат,a. <100 MB,Агентская линейка 2021,Более 80%,Центральный филиал,-1.0,Средний,Не VoLTE,SMARTPHONE,Нет,Ева+,25-50 тыс. руб.,Нет,Средний,18-24,18-24,98..99.5%,31-90 дней,>10 Mbps,Прочее
iOS,Сэмплинг,8,<98%,Нет,2024-11-05,Более 24 часов,Муж,Более 20%,Более 40 руб,d. >90%,Мегафон – Линейка 3.2,Менее 80%,Столичный филиал,0.6540216008012335,Средний,До 80%,TABLET,Нет,Ева МЛК,До 10 тыс. руб.,Есть,Малый,35-44,55+,Прочее,181-366 дней,2...5 Mbps,Прочее
iOS,Все включено,4,>99.5%,До 15 дней,2023-04-10,5-24 часа,Не определен,Прочее,До 40 руб,c. 80-90%,Переходи на НОЛЬ 2020,Более 80%,Центральный филиал,-0.025286912239545996,Средний,Более 80%,SMARTPHONE,До 100MB,Ева+,До 10 тыс. руб.,Нет,Малый,55+,18-24,Прочее,181-366 дней,5...10 Mbps,20...80%
iOS,Внутрисетевые,18,>99.5%,Нет,2024-10-03,1-5 часов,Не определен,5...20%,Более 40 руб,b. <80%,Умные устройства,Более 80%,Столичный филиал,0.19631659293782644,Высокий,Более 80%,PHONE,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Нет,Большой,25-34,55+,Прочее,91-180 дней,2...5 Mbps,Более 80%
iOS,Внутрисетевые,11,Прочее,Более 15 дней,2023-03-21,Нет простоя,Не определен,Прочее,Более 40 руб,d. >90%,B2B пакеты Lego,Прочее,Дальневосточный филиал,0.4107559767884755,Высокий,Не VoLTE,NETWORK DEVICE,Более 1GB,Ева+,Нет данных,Есть,Малый,45-54,55+,98..99.5%,Прочее,>10 Mbps,Менее 20%
Прочее,СНГ,14,<98%,Нет,2024-05-27,1-5 часов,Муж,Прочее,До 40 руб,b. <80%,Включайся! - Линейка 2.1,Более 80%,Уральский филиал,-0.08439099691315172,Средний,Не VoLTE,PHONE,100MB - 1GB,Ева МЛК,10-25 тыс. руб.,Есть,Малый,55+,55+,98..99.5%,31-90 дней,5...10 Mbps,20...80%
Android,СНГ,13,98...99.5%,Нет,2024-10-16,1-5 часов,Не определен,Более 20%,Более 40 руб,d. >90%,Тарифные планы FMC - Объединяй 5.0,Более 80%,Центральный филиал,-0.599744545449038,Низкий,Более 80%,SMART WATCH,100MB - 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Средний,55+,25-34,Прочее,181-366 дней,<2 Mbps,Менее 20%
iOS,ПД,16,98...99.5%,Более 15 дней,2024-07-15,Более 24 часов,Муж,Прочее,Более 40 руб,b. <80%,Тарифные планы FMC - Объединяй 1.0,Прочее,Столичный филиал,-0.07681604764265239,Низкий,Более 80%,DATA CARD,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Нет,Средний,55+,25-34,>99.5%,181-366 дней,5...10 Mbps,Менее 20%
Android,Все мобильные,12,<98%,До 15 дней,2023-02-12,1-5 часов,Муж,Прочее,Более 40 руб,b. <80%,Переходи на НОЛЬ,Прочее,Уральский филиал,-0.08609787034494291,Низкий,Не VoLTE,LAPTOP,До 100MB,Ева Volte,До 10 тыс. руб.,Нет,Большой,35-44,18-24,98..99.5%,91-180 дней,2...5 Mbps,20...80%
Прочее,ПД,9,Прочее,Нет,2023-03-16,Более 24 часов,Муж,Менее 5%,До 40 руб,d. >90%,Мегафон – Линейка 4.0,Прочее,Дальневосточный филиал,0.314978583291438,Низкий,Не VoLTE,DATA CARD,До 100MB,Ева+,25-50 тыс. руб.,Нет,Средний,55+,55+,98..99.5%,Прочее,5...10 Mbps,Более 80%
Прочее,Внутрисетевые,7,>99.5%,До 15 дней,2023-05-12,Более 24 часов,Не определен,5...20%,До 40 руб,a. <100 MB,Линейка продуктов для агентского канала,Прочее,Поволжский филиал,0.6048979282074526,Высокий,Более 80%,TABLET,Более 1GB,Ева Volte,10-25 тыс. руб.,Нет,Средний,25-34,55+,Прочее,91-180 дней,5...10 Mbps,Менее 20%
Прочее,Все мобильные,10,98...99.5%,Нет,2023-11-15,Более 24 часов,Не определен,5...20%,До 40 руб,c. 80-90%,Включайся! - Линейка 1,Прочее,Северо-Западный филиал,-1.0,Высокий,Не VoLTE,PHONE,Более 1GB,Ева МЛК,10-25 тыс. руб.,Есть,Средний,35-44,55+,Прочее,91-180 дней,2...5 Mbps,Менее 20%
iOS,Прочие,17,Прочее,До 15 дней,2024-12-24,5-24 часа,Муж,5...20%,Более 40 руб,d. >90%,CVM: Персональный 2.0,Прочее,Центральный филиал,-0.17836696471754201,Средний,Более 80%,SMARTPHONE,До 100MB,Ева+,Нет данных,Нет,Малый,55,35-44,>99.5%,До 30 дней,>10 Mbps,20...80%
Прочее,Включайся!,18,>99.5%,Более 15 дней,2024-08-11,Нет простоя,Не определен,Прочее,До 40 руб,b. <80%,Тёплый приём - линейка 7.0,Менее 80%,Столичный филиал,0.17770337492314012,Средний,Не VoLTE,ROUTER,До 100MB,Ева+,Более 50 тыс. руб,Нет,Малый,55,18-24,Прочее,До 30 дней,>10 Mbps,Прочее
Прочее,Без переплат,7,Прочее,Нет,2023-10-29,5-24 часа,Муж,5...20%,Более 40 руб,c. 80-90%,Тёплый приём - линейка 3.1,Менее 80%,Кавказский филиал,-0.09840403465086268,Низкий,Более 80%,LAPTOP,Более 1GB,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,25-34,>99.5%,Прочее,>10 Mbps,Менее 20%
Android,ПД,3,<98%,Более 15 дней,2023-08-01,Нет простоя,Муж,Прочее,Нет переплат,c. 80-90%,Тарифные планы FMC - Объединяй 5.0,Прочее,Сибирский филиал,0.6209133451765726,Высокий,Не VoLTE,ROUTER,Нет,Ева Volte,25-50 тыс. руб.,Есть,Малый,55+,55+,98..99.5%,181-366 дней,Прочее,20...80%
Прочее,Прочие,15,Прочее,Нет,2024-01-19,Риск простоя,Жен,Прочее,Более 40 руб,b. <80%,Прочее,Прочее,Кавказский филиал,-0.02621473439339368,Низкий,Более 80%,USB MODEM,До 100MB,Ева Volte,До 10 тыс. руб.,Есть,Средний,55+,55+,98..99.5%,31-90 дней,Прочее,Более 80%
iOS,Включайся!,16,<98%,До 15 дней,2024-01-12,1-5 часов,Не определен,5...20%,Более 40 руб,a. <100 MB,B2B пакеты Lego,Более 80%,Сибирский филиал,-1.0,Низкий,До 80%,ROUTER,100MB - 1GB,Ева+,Более 50 тыс. руб,Есть,Большой,55+,55+,<98%,Более 366 дней,Прочее,Менее 20%
Прочее,Персональные,17,Прочее,Более 15 дней,2023-07-25,5-24 часа,Жен,Менее 5%,До 40 руб,b. <80%,CVM: Персональный 2.0,Менее 80%,Северо-Западный филиал,-0.0,Высокий,Не VoLTE,SMART WATCH,До 100MB,Ева Volte,Более 50 тыс. руб,Нет,Средний,35-44,55+,<98%,До 30 дней,>10 Mbps,Более 80%
Прочее,Прочие,13,Прочее,Нет,2023-12-13,Более 24 часов,Муж,Более 20%,До 40 руб,b. <80%,Линейка 'Для своих',Менее 80%,Северо-Западный филиал,-0.8360803608658155,Средний,Более 80%,USB MODEM,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,25-34,25-34,>99.5%,181-366 дней,<2 Mbps,Более 80%
Android,Включайся!,3,<98%,До 15 дней,2023-02-04,5-24 часа,Жен,Более 20%,Более 40 руб,a. <100 MB,Моноинтернет от МегаФона,Более 80%,Уральский филиал,0.023498316476244993,Низкий,До 80%,SMART WATCH,Более 1GB,Ева+,Нет данных,Нет,Большой,55+,35-44,<98%,До 30 дней,2...5 Mbps,20...80%
iOS,Агентский конвергент,5,<98%,Более 15 дней,2023-11-17,Риск простоя,Жен,Прочее,Нет переплат,b. <80%,Тарифные планы FMC - Объединяй 2.0,Более 80%,Центральный филиал,-0.10153419212422932,Высокий,Не VoLTE,SMART WATCH,Нет,Ева Volte,До 10 тыс. руб.,Есть,Большой,55+,35-44,<98%,91-180 дней,5...10 Mbps,Менее 20%
Прочее,Все мобильные,9,>99.5%,До 15 дней,2023-07-21,Риск простоя,Муж,Менее 5%,Более 40 руб,d. >90%,ТП Посекундный 2021,Более 80%,Сибирский филиал,-0.24967048938384467,Низкий,Более 80%,USB MODEM,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Есть,Малый,55,55+,>99.5%,До 30 дней,2...5 Mbps,Прочее
